Track,Artist,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Shazam Counts,Explicit Track
Ghost,Justin Bieber,"1,586,830,204","151,923","73,574,395","797,409","122,390,348","1,180,485,094","2,976,186,938","4,413,143",0
Dior,Pop Smoke,"1,070,422,470","294,539","47,391,658","1,447,194","119,978,916","1,077,344,517","3,659,504","4,711,998",1
Una Noche en Medellï¿½,Cris Mj,"839,405,565","107,431","27,444,811","3,874,773","422,978,919","4,817,726,878","438,066,241","2,351,019",1
SAD!,XXXTENTACION,"2,218,531,106","263,801","60,437,070","1,295,895","58,018,849","435,340,082","178,579,824","3,798,652",1
Primera Cita,Carin Leon,"598,006,591","35,842","34,735,524","916,093","96,228,889","1,108,602,382","384,774,756","2,336,296",0
Efecto,Bad Bunny,"1,293,773,697","115,332","51,081,689","2,482,560","549,037,519","6,046,489,956","179,322,656","1,927,360",1
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,"95,536,146","8,900","9,760,374","1,800,000","44,077,311","711,024,077","890,790,802","229,561",0
Yonaguni,Bad Bunny,"1,398,634,184","177,082","44,848,091","884,793","298,126,879","2,877,719,483","314,632,224","2,211,960",1
Heathens,Twenty One Pilots,"1,777,196,966","241,108","65,091,468","4,715,288","113,594,559","1,024,805,500","479,301,512","14,696,531",0
Whoopty,CJ,"775,664,145","213,464","28,998,615","2,403,279","506,491,179","4,864,435,271","144,018,344","6,422,051",1
Super Shy,NewJeans,"547,471,596","48,103","22,977,059","1,201,620","210,186,679","1,998,080,214","776,229,988","528,849",0
Happier,Marshmello,"2,143,821,605","220,298","53,040,597","1,228,334","96,907,387","809,336,882","2,340,278,160","10,193,237",0
HARLEY QUINN,Fuerza Regida,"462,284,590","31,617","36,745,154","911,100","169,601,790","1,947,539,058","184,602,581","1,075,943",1
Butter,BTS,"1,257,974,135","90,160","40,533,320","2,098,050","1,059,257,365","8,120,632,702","3,244,619,218","4,173,408",0
Calma - Remix,Pedro Capï¿,"1,153,753,974","118,846","37,335,160","1,847,640","11,391,899","124,640,416","374,564,231","14,113,990",0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,"1,733,302,434","191,065","88,781,556","2,563,738","26,503,434","153,590,873","319,751,277","15,828,266",0
Say So,Doja Cat,"1,199,270,601","161,574","48,493,190","8,992,493","687,678,447","5,494,376,938","745,421,859","10,741,166",1
Ransom,Lil Tecca,"1,355,971,796","198,992","52,412,236","501,905","79,556,873","532,109,309","51,588,391","2,972,685",1
Romantic Homicide,d4vd,"1,136,504,636","152,157","60,605,828","515,601","215,294,962","1,306,972,284","89,389,771","1,892,741",0
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"1,528,107,667","170,648","55,710,071","2,416,274","61,034,077","595,697,842","1,722,812,433","23,696,980",1
Rich Men North of Richmond,Oliver Anthony Music,"214,598,468","66,613","6,363,839","8,397","1,367,633","35,469,076","733,344,471","736,604",1
BESO,ROSALï¿½,"647,201,484","81,393","46,208,549","946,380","131,649,631","1,792,090,770","28,857,204","1,589,528",0
Que Vuelvas,Carin Leon,"684,853,927","42,893","25,716,699","1,100,030","91,969,060","1,162,186,778","4,235,395","1,654,594",1
Just Wanna Rock,Lil Uzi Vert,"665,519,026","152,193","67,322,941","1,016,531","606,205,784","5,516,142,056","169,512,700","3,245,670",1
Mood Swings (feat. Lil Tjay),Pop Smoke,"785,016,247","210,669","32,702,397","1,826,673","141,952,709","976,662,212","56,134,858","3,516,050",1
Fuck Love (feat. Trippie Redd),XXXTENTACION,"1,615,274,494","203,617","35,375,009","59,900","19,736,442","100,843,174","4,528,014","2,026,025",1
Rich Flex,Drake,"812,274,757","185,579","57,165,405","317,033","223,409,952","1,834,709,832","41,553,113","2,300,268",1
Standing Next to You,Jung Kook,"675,865,902","23,181","58,344,509","308,567","111,187,858","628,043,802","2,554,205,866","1,220,942",0
Congratulations,Post Malone,"1,984,802,459","246,374","81,736,432","955,053","99,916,455","811,673,866","172,345,162","5,233,589",1
Do It To It,ACRAZE,"805,019,111","238,887","94,531,613","2,600,179","673,283,810","10,369,065,597","116,322,631","9,653,748",0
Tusa,KAROL G,"1,497,511,486","157,185","59,187,880","1,636,079","39,086,388","414,336,041","458,694,827","7,663,807",0
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,"1,119,350,842","272,485","46,626,350","1,312,576","203,661,245","1,505,078,331","68,109,096","4,546,156",1
Good Good,USHER,"53,825,007","14,742","9,204,769","88,131","6,358,930","89,022,964","250,252,884","1,896,814",1
Austin,Dasha,"273,023,490","17,900","169,190,514","744,600","187,163,600","2,850,135,008","448,423,212","1,521,087",1
Search & Rescue,Drake,"337,858,357","96,709","21,646,810","106,645","21,329,637","192,701,225","235,007,162","1,383,076",1
TULUM,Peso Pluma,"390,182,196","36,912","13,688,250","1,096,644","84,875,226","1,391,833,232","51,539,597","964,306",1
Shivers,Ed Sheeran,"1,568,058,093","188,855","77,441,110","389,848","88,427,778","1,292,107,474","4,334,606,324","10,179,048",0
Coup du marteau,Tam Sir,"24,933,240","4,241","2,378,348","1,800,000","44,679,343","687,729,852","641,603,777","1,245,247",0
Adderall (Corvette Corvette),Popp Hunna,"90,383,224","24,868","4,716,437","16,892,400","462,872,272","4,082,175,492","1,067","759,001",1
Full Senyum Sayang,Evan Loss,"18,296,870","1,967","400,655","9,893,499","340,731,924","6,334,463,728","15,197","24,326",0
Sunroof,Nicky Youre,"890,752,779","104,690","38,444,734",621,"47,472","5,807,175","2,854,434,834","2,488,830",0
Los del Espacio,LIT killah,"373,898,429","53,671","24,287,193","782,114","148,537,760","1,715,842,070","670,200,525","776,352",0
Taste (feat. Offset),Tyga,"1,358,105,253","217,189","31,143,734","3,833,884","145,706,030","1,981,780,200","526,087,000","7,997,160",1
MAMIII,Becky G,"911,797,058","80,109","53,928,265","1,741,513","267,846,050","3,410,691,967","36,403,252","3,561,445",1
Until I Found You,Stephen Sanchez,"1,020,452,066","169,696","52,678,003","796,783","391,999,548","3,320,885,451","3,540,186,470","11,693,340",0
exes,Tate McRae,"323,100,055","27,272","33,467,589","319,600","56,188,128","730,969,180","1,646,779,233","697,530",1
Banana (feat. Shaggy),Conkarah,"27,747,363","9,067","1,365,840","23,206,073","803,136,063","11,797,196,743","11,609,501","348,103",0
Stick Season,Noah Kahan,"965,865,213","113,676","169,323,128","82,855","29,406,696","275,016,537","315,685,769","3,365,903",0
Need To Know,Doja Cat,"1,178,076,856","164,743","42,269,625","734,932","365,523,934","2,422,643,413","2,099,921,417","5,746,726",1
kompa pasiï¿½,ıııııııııı,"29,458,027","2,602","6,588,032","439,200","8,820,761","87,680,200","154,517","2,085,595",0
Quï¿½ï¿½ Ago,Yuridia,"394,381,902","22,919","12,262,540","998,663","48,461,089","847,830,213","14,566,260","1,353,588",0
Last Last,Burna Boy,"410,722,289","130,203","16,877,163","260,214","93,902,403","1,049,244,970","306,416,991","4,840,000",0
500lbs,Lil Tecca,"350,584,176","79,228","26,972,646",638,"1,056,379","11,627,298","277,256,864","776,386",1
Knife Talk (with 21 Savage ft. Project Pat),Drake,"732,652,170","217,189","35,225,322","264,300","95,344,150","711,702,658","379,789,269","2,095,961",1
BILLIE EILISH.,Armani White,"359,416,593","91,114","29,730,236","4,530,098","885,538,360","10,488,403,602","74,794,888","3,310,069",1
ıııııııııııı,YOASOBI,"356,559,943","47,785","12,078,942","504,800","162,429,655","1,871,819,472","1,227,624,888","804,248",0
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,"406,319,778","42,283","16,439,412","117,408","7,626,726","99,492,470","606,650,627","1,185,776",0
deja vu,Olivia Rodrigo,"1,606,975,517","172,376","64,346,126","1,210,842","534,102,475","3,758,269,019","2,265,662,637","3,545,397",1
Sequï¿½ï¿½ncia da,TRASHXRL,"148,630,357","22,962","19,586,200","3,757,654","145,382,546","2,299,851,479","1,136,738","423,570",1
Doja,Central Cee,"676,519,766","192,241","57,503,569","492,679","411,670,410","3,919,404,141","279,634,941","2,415,167",1
Kill This Love,BLACKPINK,"820,840,650","63,934","18,843,601","1,738,066","182,304,244","1,616,215,054","269,811,977","2,892,074",0
"Good Luck, Babe!",Chappell Roan,"176,290,078","13,470","157,502,211","61,889","45,660,069","263,955,300","17,447,092","485,935",0
Sweet but Psycho,Ava Max,"1,668,741,024","174,052","42,966,784","5,371,543","206,785,018","2,733,847,243","2,008,056,455","13,479,680",0
Hey Mor,Ozuna,"986,132,265","97,956","68,983,561","793,798","154,969,251","2,145,975,300","45,000,407","1,428,200",0
Ferrari,James Hype,"626,010,147","185,422","78,359,363","88,909","20,233,025","368,044,894","877,635,000","6,257,313",0
Falling,Trevor Daniel,"1,606,023,895","225,643","32,822,629","6,047,796","914,937,622","8,742,744,684","529,839,674","12,373,665",0
positions,Ariana Grande,"1,432,830,108","139,215","53,934,095","1,268,910","254,276,140","1,984,520,688","1,958,337,600","3,299,253",1
Where Are You Now,Lost Frequencies,"1,223,329,465","211,823","114,773,091","308,286","25,459,624","413,908,070","1,857,452,555","8,462,590",0
Save Your Tears,The Weeknd,"1,995,511,952","304,456","63,126,296","415,050","137,726,738","1,154,403,769",327,"15,776,388",1
Happier Than Ever,Billie Eilish,"1,321,878,145","189,487","51,228,803","570,442","358,879,639","2,295,813,182","1,152,917,073","4,647,622",1
This Is What You Came For,Calvin Harris,"1,746,790,923","204,049","117,171,040","2,176,881","17,649,503","137,718,139","276,177,209","13,444,054",0
China,Anuel AA,"1,178,076,574","137,559","58,323,638","386,741","15,484,682","146,747,450","300,548,195","5,865,011",0
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,"759,374,819","64,239","27,371,339","837,092","81,957,005","966,469,545","93,296,828","2,515,774",0
Moonlight,XXXTENTACION,"1,885,431,727","241,112","41,330,643","275,009","36,219,008","300,772,720","160,456,727","3,644,968",1
Smart,LE SSERAFIM,"159,256,689","6,829","20,291,074","170,200","234,770,546","2,059,824,051","495,137,217","234,077",0
That's What I Like,Bruno Mars,"2,075,459,887","209,632","84,707,015","604,526","100,008,149","704,916,578","408,244,698",,0
The Business,Tiï¿½ï¿,"1,191,635,193","255,697","78,272,032","777,092","73,955,191","1,435,552,956","462,516,169","9,642,311",0
Ride It,Regard,"1,349,427,877","220,002","106,549,747","3,646,762","362,781,709","5,118,900,832","49,285,616","16,283,609",0
Mwaki,Zerb,"121,234,000","36,468","76,765,385","118,600","20,204,903","395,342,206","303,381,336","4,890,793",0
BICHOTA,KAROL G,"868,091,483","86,379","31,261,057","1,586,770","101,362,709","1,153,849,236","172,943,996","1,740,278",1
The Hills,The Weeknd,"2,306,740,926","333,310","91,689,799","1,064,662","140,355,034","1,174,129,136","297,672,687","17,199,384",1
SKINNY,Billie Eilish,"77,212,437","4,083","13,850,203",472,"301,528","1,423,956","934,654","39,163",0
Te Felicito,Shakira,"719,593,291","74,269","37,254,627","826,261","159,735,614","2,594,106,000","455,293,047","2,583,205",0
Que Onda,Calle 24,"642,548,537","36,781","21,579,429","205,583","41,258,724","499,670,882","92,125,885",,1
Stumblin' In,CYRIL,"180,784,576","22,208","150,873,146","91,700","2,012,224","61,731,912","320,584,411","4,657,449",0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,"428,164,381","80,340","18,339,674","61,144","40,889,470","419,346,148","99,649,191","5,323,336",1
Desesperados,Rauw Alejandro,"1,021,480,638","119,558","50,631,491","793,105","186,008,455","2,153,526,389","815,766,418","2,591,948",1
Sugar,Maroon 5,"1,838,092,894","186,038","69,903,249","234,084","29,492,228","406,531,709","1,795,021,430","10,029,992",1
Let Me Love You,DJ Snake,"2,147,028,486","205,482","89,333,146","4,116,973","49,564,235","528,988,791","1,945,612,445","15,320,597",0
Envolver,Anitta,"635,241,142","77,669","44,546,385","2,101,465","699,278,513","9,427,647,770","1,434,107,266","2,534,489",0
Oublie-moi,Emkal,"17,992,999","11,288","327,900","7,146,060","118,925,740","2,858,109,417","34,801,360","1,860,955",1
NUEVA VIDA,Peso Pluma,"253,464,894","22,779","10,733,622","1,755,500","61,572,969","708,437,568","534,279,807","781,164",1
you broke me first,Tate McRae,"1,439,465,700","169,076","47,204,234","880,567","188,771,287","1,383,885,042","947,613,259","5,808,069",1
Relationship (feat. Future),Young Thug,"458,957,128","89,812","13,215,590","28,665,700","112,444,345","1,069,735,982","9,528,686",,1
Beggin',Mï¿½ï¿½ne,"1,601,293,263","358,760","75,186,063","7,717,647","1,765,938,944","18,153,723,096","1,718,450,782","14,404,336",0
Hawï¿½,Maluma,"1,289,186,767","123,303","48,973,048","729,784","9,309,533","131,926,571","371,508,169","2,387,272",0
act ii: date @ 8,4batz,"153,364,964","29,300","15,208,678","534,000","88,331,091","749,015,170","34,306,328","1,458,037",1
Cradles,Sub Urban,"737,097,685","155,765","20,317,539","6,010,728","735,932,695","8,841,517,566","56,344,836","11,014,789",0
Roses - Imanbek Remix,SAINt JHN,"1,927,961,994","323,997","86,092,004","399,114","47,716,560","525,749,281","319,370,580","28,977,015",1
Angel Numbers / Ten Toes,Chris Brown,"179,565,178","40,225","15,526,253","273,400","36,593,416","451,763,725","514,925,755","2,788,317",1
Never Lose Me,Flo Milli,"278,132,516","23,580","70,573,006","1,200,000","201,891,712","1,434,396,157","381,728","1,075,138",1
Reggaeton Champagne,Bellakath,"224,429,894","17,159","11,316,048","545,900","64,561,650","456,323,777","911,150,246","921,762",1
MASHA ULTRAFUNK,HISTED,"32,435,333","2,141","18,509,359","550,000","83,742,600","1,059,880,600","5,353,152","264,296",0
Under The Influence,Chris Brown,"1,249,760,413","202,465","56,664,631","1,107,358","252,070,540","2,436,202,278","257,447,653","12,188,959",1
Life Goes On,Oliver Tree,"568,230,113","142,225","16,247,309","8,041,280","1,122,403,923","11,938,256,726","2,159,219,012","4,910,428",0
Trance (with Travis Scott & Young Thug),Metro Boomin,"637,325,281","142,076","31,958,929","12,122","7,811,781","58,477,615","145,379","3,359,877",1
Rock and A Hard Place,Bailey Zimmerman,"412,845,771","59,749","11,166,198","203,904","80,427,947","777,869,891","506,206,031","1,315,179",0
Don't Let Me Down,The Chainsmokers,"1,888,829,482","206,507","80,884,955","1,564,955","439,675,389","6,097,870,496","366,325,473",,0
DDU-DU DDU-DU,BLACKPINK,"701,726,499","51,129","14,859,569","798,667","73,741,892","683,794,564","265,722,945","1,916,314",0
telepatï¿½,Kali Uchis,"1,151,629,030","201,783","55,679,157","1,448,920","467,181,048","3,401,301,248","244,384,379","6,239,619",0
Wake Me Up,Avicii,"2,325,017,580","347,004","112,575,684","349,966","33,433,988","360,378,218","351,953,763","28,653,448",0
Overdrive (feat. Norma Jean Martine),Ofenbach,"232,417,498","20,983","96,389,865","38,115","1,152,032","61,820,477","1,975,097,262","3,273,690",0
Chulo pt.2,Bad Gyal,"318,567,928","42,351","29,908,589","263,600","102,425,830","797,526,303","511,333,068","857,885",1
All Girls Are The Same,Juice WRLD,"1,615,353,665","219,797","40,289,611","329,183","40,216,565","294,545,167",32,"3,146,346",1
Kings & Queens,Ava Max,"955,439,608","130,031","24,897,061","2,483,437","192,674,077","2,036,664,297","2,083,362,305","8,517,243",0
Adore You,Harry Styles,"1,670,164,200","171,120","93,127,826","381,926","125,662,413","805,399,161","1,840,306,341","6,307,292",0
HIGHEST IN THE ROOM,Travis Scott,"1,625,149,693","304,394","58,905,241","164,816","74,049,746","713,021,988","179,905,608","4,613,459",1
UNAVAILABLE (feat. Musa Keys),Davido,"155,390,490","51,032","16,505,336","1,871,311","80,258,156","1,043,240,094","42,080,992","2,290,047",1
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,"419,016,792","24,878","16,888,060","3,400,000","417,635,777","5,766,443,841","130,833,442","1,878,044",0
Cruel Summer,Taylor Swift,"2,188,247,133","121,479","201,964,859","3,233,521","465,904,062","4,967,025,679","822,448,758","3,476,323",0
Unforgettable,French Montana,"2,065,697,126","275,044","91,691,537","133,949","68,712,610","631,867,114","402,513,671",,1
Faded,Benjamin Richter,"120,162",24,"5,642",43,"3,192","38,402","586,824,929","2,569",0
Lose My Breath (Feat. Charlie Puth),Stray Kids,"29,994,527","1,665","25,533,535","38,704","1,533,045","5,347,400","35,590,514","69,265",0
F.N,Lil Tjay,"731,933,924","186,835","18,420,557","393,517","18,913,500","173,278,256","7,568,168","1,966,253",1
Say You Won't Let Go,James Arthur,"2,830,962,669","233,504","128,647,419","1,750,319","96,711,415","792,720,612","1,446,089,800","5,869",0
Blank Space,Taylor Swift,"1,829,733,410","157,465","49,558,504","104,685","38,075,232","346,032,878","1,811,140,554","12,259,073",0
Girls Like You,Maroon 5,"399,689,964","43,481","8,855,966",597,"589,841","6,559,308","2,200,700,275","5,910,625",1
HUMBLE.,Kendrick Lamar,"2,226,869,580","311,766","77,191,099","1,180,701","90,304,316","769,720,113","209,307,607","7,692,756",1
Forget Me,Lewis Capaldi,"343,556,188","53,783","14,916,823","30,806","18,533,179","268,283,723","350,881,548","3,723,951",0
Super Freaky Girl,Nicki Minaj,"549,382,975","88,241","44,497,733","777,200","583,041,946","5,107,877,505","1,132,042,114","2,630,957",1
Miracle (with Ellie Goulding),Calvin Harris,"425,999,315","91,229","100,955,340","144,223","20,190,291","342,295,893","741,916,635","4,349,283",0
Somebody That I Used To Know,Gotye,"1,752,826,514","352,833","87,651,528","312,945","551,329,120","4,679,645,090","490,308,209","37,339,828",0
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,"1,859,886,400","161,156","90,365,431","75,102","49,222,866","265,917,250","2,123,773,688",,0
Oh No,Kreepa,"40,284,121","14,548","3,212,878","18,821,381","4,959,548,763","61,088,562,861","994,245","31,859",1
Pop Out (feat. Lil Tjay),Polo G,"858,059,276","181,654","27,803,039","732,132","48,817,948","417,831,392","25,717,036","2,592,470",1
7 Years,Lukas Graham,"1,916,203,330","218,955","70,223,741","1,080,789","102,852,730","877,998,186","1,859,362,069",,0
